smiles,compound_name
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2.COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,Compound_904
CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O,Compound_905
O.O=[P@SP3]1(N(CCCl)CCCl)NCCCO1,Compound_906
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,Compound_907
CC1C/C=C/C=C/C=C/C=C/C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C(=O)O,Compound_908
NC1CONC1=O,Compound_909
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Compound_910
CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,Compound_911
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,Compound_912
COc1cc(N[S@SP3](=O)(=O)c2ccc(N)cc2)ncn1,Compound_913
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Compound_914
Oc1c(Br)cc(Br)c2cccnc12,Compound_915
N#CCC(=O)NN,Compound_916
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,Compound_917
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Compound_918
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,Compound_919
OC1=NC=NC2=NN=CC12,Compound_920
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,Compound_921
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,Compound_922
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,Compound_923
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Compound_924
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Compound_925
COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Compound_926
Nc1ccn(C2CSC(CO)O2)c(=O)n1,Compound_927
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,Compound_928
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,Compound_929
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,Compound_930
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,Compound_931
Cc1ccc([S@SP3](=O)(=O)[N-]Cl)cc1.[Na+],Compound_932
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21.[Na+],Compound_933
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,Compound_934
NC(=O)NO,Compound_935
N[S@SP3](=O)(=O)c1cc2c(cc1Cl)NC=N[S@SP3]2(=O)=O,Compound_936
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],Compound_937
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)/C=C/C(C)=C/C1COC1OC(C)C(O)C(OC)C1OC,Compound_938
c1ccc2c(c1)Nc1ccccc1S2,Compound_939
O=c1ccc2ccccc2o1,Compound_940
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Compound_941
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,Compound_942
Cc1nc(C)c(C)nc1C.Cl,Compound_943
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,Compound_944
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,Compound_945
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,Compound_946
Cl.OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,Compound_947
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Compound_948
O=C1C=CCC2C3CCCN4CCCC(CN12)C34,Compound_949
O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,Compound_950
COc1cc2ccc(=O)oc2cc1OC,Compound_951
O=C(O)/C=C/c1ccc(O)cc1,Compound_952
C[n+]1cccc(C(=O)O)c1.[Cl-],Compound_953
C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1/C(=O)OCC1O,Compound_954
COc1ccc2ccc(=O)oc2c1CC=C(C)C,Compound_955
OCC1OC(OCCc2ccc(O)cc2)C(O)C(O)C1O,Compound_956
O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,Compound_957
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,Compound_958
O=C(O)C1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,Compound_959
CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,Compound_960
CCN(CC)CCc1nc(-c2ccccc2)no1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Compound_961
Oc1ccc(OCc2ccccc2)cc1,Compound_962
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,Compound_963
COC1=CC=C2N=C(S(=O)Cc3ncc(C)c(OC)c3C)N=C2C1,Compound_964
NC(=O)NC(CCC(=O)O)C(=O)O,Compound_965
Cc1nnc(N[S@SP3](=O)(=O)c2ccc(N)cc2)s1,Compound_966
O=C(Nc1ccccc1)c1ccccc1O,Compound_967
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,Compound_968
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,Compound_969
Cc1noc(N[S@SP3](=O)(=O)c2ccc(N)cc2)c1C,Compound_970
O=C(O)CCC(=O)Nc1ccc([S@SP3](=O)(=O)Nc2nccs2)cc1,Compound_971
COc1cnc(N[S@SP3](=O)(=O)c2ccc(N)cc2)nc1,Compound_972
Nc1ccc([S@SP3](=O)(=O)Nc2nccs2)cc1,Compound_973
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,Compound_974
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2],Compound_975
C[N+](C)(C)CC(O)CC(=O)[O-],Compound_976
Cc1cc(C)nc(N[S@SP3](=O)(=O)c2ccc(N)cc2)n1,Compound_977
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,Compound_978
CCC1(C)CC(=O)NC1=O,Compound_979
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,Compound_980
Cc1cc(=O)n(-c2ccccc2)n1C,Compound_981
NC(N)=O,Compound_982
CN(C)C(=N)NC(=N)N.Cl,Compound_983
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],Compound_984
Cc1ncc([N+](=O)[O-])n1C,Compound_985
CC(=O)NC(CS)C(=O)O,Compound_986
Oc1c(I)cc(Cl)c2cccnc12,Compound_987
O=C(O)c1cc(O)c(O)c(O)c1,Compound_988
COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,Compound_989
O=C(O)c1cccnc1,Compound_990
O=[N+]([O-])C(Br)(CO)CO,Compound_991
NCCCCCC(=O)O,Compound_992
CC12CCC(CC1=O)C2(C)C,Compound_993
NCCC[S@SP2](=O)(=O)O,Compound_994
CCCCCCCCCCCCCCCCCCCCCCO,Compound_995
Cc1cc(N[S@SP3](=O)(=O)c2ccc(N)cc2)no1,Compound_996
OCC1OC(O)C(O)C(O)C1O,Compound_997
O=C(O)Cc1ccc(-c2ccccc2)cc1,Compound_998
Cc1cccc(Nc2ccccc2C(=O)O)c1C,Compound_999
Nc1ccc([S@SP3](=O)(=O)c2ccc(N)cc2)cc1,Compound_1000
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,Compound_1001
CC[S@SP3](=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Compound_1002
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,Compound_1003
Cl.O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,Compound_1004
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,Compound_1005
Cc1cc(O)cc(C)c1Cl,Compound_1006
CC(=O)C1C(=O)C=C(C)OC1=O,Compound_1007
CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],Compound_1008
CC(C)(O)C(Cl)(Cl)Cl,Compound_1009
CC1(C)OC2COC3(CO[S@SP1](N)(=O)=O)OC(C)(C)OC3C2O1,Compound_1010
CNCCc1ccccn1.C[S@SP2](=O)(=O)O.C[S@SP2](=O)(=O)O,Compound_1011
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,Compound_1012
Cl.NCCC1=CN=C2C=CC(O)=CC12,Compound_1013
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21.Cl,Compound_1014
COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,Compound_1015
COc1ccccc1OCC(O)CO,Compound_1016
Nc1ncnc2c1ncn2C1OC(CO[P@SP2](=O)(O)O)C(O)C1O.O,Compound_1017
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12,Compound_1018
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,Compound_1019
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,Compound_1020
CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Compound_1021
CCOc1ccc(NC(C)=O)cc1,Compound_1022
CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21.CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21.CCO.Cl.Cl.O,Compound_1023
Cc1ncc(CO)c(CO)c1O.Cl,Compound_1024
O=C(O)c1ccccc1O,Compound_1025
CCCCCCCCCCCCCCCCCCOCC(O)CO,Compound_1026
O=c1ccc2cc(O)c(O)cc2o1,Compound_1027
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,Compound_1028
Cl.NCC(CC(=O)O)c1ccccc1,Compound_1029
O=C1c2c(O)cc(O)cc2OC(c2cc(O)c(O)c(O)c2)C1O,Compound_1030
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Compound_1031
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,Compound_1032
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,Compound_1033
OCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,Compound_1034
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,Compound_1035
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Compound_1036
Nc1ncnc2c1ncn2C1OC(CO)CC1O,Compound_1037
O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,Compound_1038
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,Compound_1039
COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,Compound_1040
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,Compound_1041
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,Compound_1042
CC(=O)Nc1ccc([S@SP3](=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,Compound_1043
O=C(CCCl)NCc1ccccc1,Compound_1044
S=[P@SP3](N1CC1)(N1CC1)N1CC1,Compound_1045
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,Compound_1046
NCc1ccc(C(=O)O)cc1,Compound_1047
Oc1ccc(Cl)c2c1CCC2,Compound_1048
N[S@SP3](=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,Compound_1049
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,Compound_1050
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,Compound_1051
Cn1cc[nH]c1=S,Compound_1052
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Compound_1053
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,Compound_1054
COc1ccc(N[S@SP3](=O)(=O)c2ccc(N)cc2)nn1,Compound_1055
Nc1nc(N)nc(NC2CC2)n1,Compound_1056
C[N+](C)(C)CC(O)CC(=O)[O-],Compound_1057
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,Compound_1058
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,Compound_1059
COc1cc(NC(C)CCCN)c2ncccc2c1.O=[P@SP2](O)(O)O.O=[P@SP2](O)(O)O,Compound_1060
CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,Compound_1061
CN1C2=CC(=O)/C(=N\NC(N)=O)C=C2CC1[S@SP3](=O)(=O)[O-].[Na+],Compound_1062
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Compound_1063
CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,Compound_1064
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,Compound_1065
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,Compound_1066
COc1ccc2cc(C(C)C(=O)O)ccc2c1,Compound_1067
Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,Compound_1068
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C\C1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O,Compound_1069
Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,Compound_1070
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,Compound_1071
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,Compound_1072
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,Compound_1073
CCCCOc1ccc(CC(=O)NO)cc1,Compound_1074
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.Cl.Cl.O,Compound_1075
CNCCC(Oc1ccccc1C)c1ccccc1.Cl,Compound_1076
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=[S@SP1](=O)(O)O,Compound_1077
C=CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,Compound_1078
NCC(O)c1ccc(O)c(O)c1.O.O=C(O)C(O)C(O)C(=O)O,Compound_1079
CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,Compound_1080
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,Compound_1081
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,Compound_1082
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Compound_1083
CC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],Compound_1084
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1.C[S@SP3](=O)(=O)O,Compound_1085
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Compound_1086
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,Compound_1087
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,Compound_1088
NC(=O)N1c2ccccc2C=Cc2ccccc21,Compound_1089
Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1.[Na+],Compound_1090
Cl.c1ccc(C2CN3CCSC3=N2)cc1,Compound_1091
Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,Compound_1092
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Compound_1093
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],Compound_1094
c1ccc2c(c1)=NC(c1cscn1)N=2,Compound_1095
C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,Compound_1096
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,Compound_1097
CNCC(=O)c1ccc(O)c(O)c1.Cl,Compound_1098
CCC(C)C1OC2(C=CC1C)CC1CC(C/C=C(\C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)/C=C/C=C3\COC4C(O)C(C)=CC(C(=O)O1)C34O)O2.COC1CC(OC2C(C)OC(OC3/C(C)=C/CC4CC(CC5(C=CC(C)C(C(C)C)O5)O4)OC(=O)C4C=C(C)C(O)C5OC/C(=C\C=C\C3C)C45O)CC2OC)OC(C)C1O,Compound_1099
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,Compound_1100
CCOC(=O)n1ccn(C)c1=S,Compound_1101
CCCCOC(=O)c1ccc(O)cc1,Compound_1102
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)C2SC1,Compound_1103
Nc1ccc([S@SP3](=O)(=O)Nc2ncccn2)cc1,Compound_1104
O=C1OC(C(O)CO)C(O)=C1O,Compound_1105
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S@SP3](=O)(=O)[O-].[Na+],Compound_1106
O=C1OC(CO)C(O)C(O)C1O,Compound_1107
NC(=O)c1cccnc1,Compound_1108
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Compound_1109
O=C(O)CCCCCCCC(=O)O,Compound_1110
NC(CO)(CO)CO,Compound_1111
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,Compound_1112
S=C=Nc1ccc(N=C=S)cc1,Compound_1113
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,Compound_1114
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,Compound_1115
Cl.Nc1ccc(/N=N/c2ccccc2)c(N)n1,Compound_1116
CC(=O)NC(CC(C)C)C(=O)O,Compound_1117
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,Compound_1118
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,Compound_1119
CC(C)(CO)C(O)C(=O)NCCCO,Compound_1120
Cc1cc(=O)oc2cc(O)ccc12,Compound_1121
CCCC(=O)[O-].[Na+],Compound_1122
CC(C)Cc1ccc(C(C)C(=O)O)cc1,Compound_1123
CCC1(C)CC(=O)NC(=O)C1,Compound_1124
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,Compound_1125
CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl,Compound_1126
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Compound_1127
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,Compound_1128
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,Compound_1129
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CSC12)c1csc(N)n1,Compound_1130
Cl.NC12CC3CC(CC(C3)C1)C2,Compound_1131
CC1CCC(C(C)C)C(O)C1,Compound_1132
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,Compound_1133
COc1ccccc1OCC(O)COC(N)=O,Compound_1134
Cc1cccc(Nc2ccncc2[S@SP3](=O)(=O)NC(=O)NC(C)C)c1,Compound_1135
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,Compound_1136
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,Compound_1137
C1CCc2nnnn2CC1,Compound_1138
O=[S@SP2](=O)([O-])CCS.[Na+],Compound_1139
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Compound_1140
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,Compound_1141
CN(CCCl)CCCl.Cl,Compound_1142
CCCC(=O)Nc1ncnc2c1ncn2C1OC2CO[P@SP2](=O)([O-])OC2C1OC(=O)CCC.[Na+],Compound_1143
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O.O.O,Compound_1144
CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Compound_1145
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Compound_1146
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,Compound_1147
Cc1cccc(C(=O)O)c1O,Compound_1148
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,Compound_1149
NC(=O)c1cnccn1,Compound_1150
O=C(O)c1ccccc1O[P@SP2](=O)(O)O,Compound_1151
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,Compound_1152
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,Compound_1153
O=C(O)CCNC(=O)c1ccccc1,Compound_1154
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,Compound_1155
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,Compound_1156
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,Compound_1157
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,Compound_1158
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,Compound_1159
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,Compound_1160
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,Compound_1162
CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O,Compound_1163
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,Compound_1164
CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl,Compound_1165
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,Compound_1166
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl,Compound_1167
NC(Cc1ccc(Cl)cc1)C(=O)O,Compound_1168
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Compound_1169
N[S@SP3](=O)(=O)c1cc2c(cc1Cl)NCN[S@SP3]2(=O)=O,Compound_1170
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,Compound_1171
CNC(=O)c1ccccc1SC1=CC=C2C(/C=C/c3ccccn3)=NN=C2C1,Compound_1172
Cl.N=C(N)NC(=N)NCCc1ccccc1,Compound_1173
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,Compound_1174
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,Compound_1175
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,Compound_1176
COc1ccc2cccc(CCNC(C)=O)c2c1,Compound_1177
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Compound_1178
CC(CS)C(=O)N1CCCC1C(=O)O,Compound_1179
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,Compound_1180
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Compound_1181
C/C(=C\C(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,Compound_1182
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,Compound_1183
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Compound_1184
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Compound_1185
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1.Cl,Compound_1186
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,Compound_1187
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,Compound_1188
CNCCC(Oc1cccc2ccccc12)c1cccs1.Cl,Compound_1189
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],Compound_1190
CC12CCC3C(CCC45OC4C(O)=C(C#N)CC35C)C1CCC2O,Compound_1191
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1.[Br-],Compound_1192
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1.O=C(O)/C=C/C(=O)O,Compound_1193
CC1=CC(=O)[N+]([O-])=C(C2CCCCC2)C1,Compound_1194
CCCNC1CCc2nc(N)sc2C1,Compound_1195
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Compound_1196
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,Compound_1197
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1.O,Compound_1198
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c([S@SP1](N)(=O)=O)c1,Compound_1199
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Compound_1200
